Date,ticker,Open,High,Low,Close,Adj Close,Volume
2022-01-03,SNOW,341.0,344.0,322.2749938964844,332.010009765625,332.010009765625,2596200
2022-01-04,SNOW,330.25,330.510009765625,298.7099914550781,315.5299987792969,315.5299987792969,5695700
2022-01-05,SNOW,308.3999938964844,315.3399963378906,291.55999755859375,296.8699951171875,296.8699951171875,4431400
2022-01-06,SNOW,294.239990234375,306.55999755859375,286.0,297.0899963378906,297.0899963378906,3936900
2022-01-07,SNOW,296.9800109863281,307.57501220703125,292.05999755859375,299.67999267578125,299.67999267578125,2700600
2022-01-10,SNOW,290.0,303.0899963378906,273.8299865722656,302.7300109863281,302.7300109863281,5469400
2022-01-11,SNOW,296.260009765625,308.54998779296875,293.33099365234375,301.2699890136719,301.2699890136719,3083400
2022-01-12,SNOW,316.0,316.0,303.4100036621094,307.1400146484375,307.1400146484375,3630500
2022-01-13,SNOW,308.6499938964844,308.989990234375,291.03900146484375,291.760009765625,291.760009765625,3076800
2022-01-14,SNOW,287.69000244140625,297.3800048828125,283.1210021972656,289.5899963378906,289.5899963378906,2888200
2022-01-18,SNOW,289.32000732421875,296.9700012207031,282.0899963378906,287.67999267578125,287.67999267578125,3847400
2022-01-19,SNOW,289.0199890136719,298.1099853515625,282.5,282.55999755859375,282.55999755859375,2887700
2022-01-20,SNOW,290.4599914550781,297.5,278.5199890136719,279.2699890136719,279.2699890136719,2747300
2022-01-21,SNOW,278.739990234375,282.95001220703125,264.70001220703125,267.55999755859375,267.55999755859375,4507200
2022-01-24,SNOW,260.2099914550781,281.57000732421875,245.1999969482422,277.5,277.5,7167300
2022-01-25,SNOW,275.2699890136719,278.489990234375,257.7799987792969,263.42999267578125,263.42999267578125,4707200
2022-01-26,SNOW,272.5,276.739990234375,248.13800048828125,253.10000610351562,253.10000610351562,5117500
2022-01-27,SNOW,259.7099914550781,262.0,241.86000061035156,244.72000122070312,244.72000122070312,4667400
2022-01-28,SNOW,244.0,254.13999938964844,232.8300018310547,253.52000427246094,253.52000427246094,4990000
2022-01-31,SNOW,261.0,276.1700134277344,258.1610107421875,275.8999938964844,275.8999938964844,3984400
2022-02-01,SNOW,281.79998779296875,286.8500061035156,270.3299865722656,283.760009765625,283.760009765625,3219500
2022-02-02,SNOW,282.55999755859375,282.79998779296875,265.3299865722656,268.2799987792969,268.2799987792969,2751200
2022-02-03,SNOW,254.1999969482422,266.0,251.0,256.260009765625,256.260009765625,3197700
2022-02-04,SNOW,262.55999755859375,283.0,255.3800048828125,275.7200012207031,275.7200012207031,4393400
2022-02-07,SNOW,291.0,304.4599914550781,286.7699890136719,293.19000244140625,293.19000244140625,8317100
2022-02-08,SNOW,287.20001220703125,298.5,287.20001220703125,293.510009765625,293.510009765625,2717300
2022-02-09,SNOW,304.8999938964844,308.20001220703125,299.0,307.94000244140625,307.94000244140625,2730800
2022-02-10,SNOW,300.20001220703125,329.489990234375,299.5,311.1099853515625,311.1099853515625,6054400
2022-02-11,SNOW,312.0,321.3290100097656,288.5899963378906,293.69000244140625,293.69000244140625,4693500
2022-02-14,SNOW,294.05999755859375,300.8009948730469,290.3299865722656,291.1300048828125,291.1300048828125,2506900
2022-02-15,SNOW,298.8299865722656,302.0,291.8500061035156,300.0,300.0,2756800
2022-02-16,SNOW,295.0,306.07000732421875,294.1499938964844,304.70001220703125,304.70001220703125,2929300
2022-02-17,SNOW,298.0199890136719,304.8500061035156,285.5,286.2799987792969,286.2799987792969,3381900
2022-02-18,SNOW,290.9599914550781,295.0,272.6300048828125,273.7699890136719,273.7699890136719,3939500
2022-02-22,SNOW,271.05999755859375,282.4800109863281,264.5299987792969,267.7799987792969,267.7799987792969,3624400
2022-02-23,SNOW,272.4200134277344,276.8699951171875,252.0,252.6300048828125,252.6300048828125,3094300
2022-02-24,SNOW,242.61000061035156,270.42999267578125,240.10000610351562,269.8699951171875,269.8699951171875,5006400
2022-02-25,SNOW,267.79998779296875,275.8949890136719,263.010009765625,269.4200134277344,269.4200134277344,2730100
2022-02-28,SNOW,267.989990234375,274.5769958496094,260.70001220703125,265.6600036621094,265.6600036621094,4496500
2022-03-01,SNOW,267.5400085449219,272.8800048828125,261.30999755859375,263.19000244140625,263.19000244140625,2975400
2022-03-02,SNOW,265.6499938964844,268.5,250.5800018310547,264.69000244140625,264.69000244140625,13372800
2022-03-03,SNOW,223.41700744628906,234.0,215.7100067138672,224.02000427246094,224.02000427246094,33628800
2022-03-04,SNOW,219.27000427246094,224.4199981689453,208.0500030517578,209.64999389648438,209.64999389648438,10392100
2022-03-07,SNOW,215.25999450683594,219.8350067138672,192.40499877929688,193.0,193.0,8270400
2022-03-08,SNOW,191.0,199.4600067138672,182.74000549316406,191.61000061035156,191.61000061035156,8598300
2022-03-09,SNOW,201.44000244140625,210.11000061035156,196.6999969482422,207.55999755859375,207.55999755859375,5929800
2022-03-10,SNOW,202.97000122070312,202.97000122070312,192.25,197.85000610351562,197.85000610351562,4517300
2022-03-11,SNOW,200.0,200.00999450683594,179.92999267578125,180.4199981689453,180.4199981689453,5857200
2022-03-14,SNOW,178.86000061035156,181.5,164.36000061035156,166.75,166.75,7706400
2022-03-15,SNOW,168.97999572753906,172.0,164.2899932861328,170.77999877929688,170.77999877929688,8147700
2022-03-16,SNOW,177.02000427246094,198.16000366210938,176.22999572753906,197.83999633789062,197.83999633789062,13954600
2022-03-17,SNOW,195.0,210.75999450683594,191.05999755859375,208.85000610351562,208.85000610351562,8301100
2022-03-18,SNOW,212.0800018310547,225.42999267578125,209.11000061035156,222.85000610351562,222.85000610351562,10058200
2022-03-21,SNOW,217.75999450683594,222.1699981689453,206.05999755859375,212.97000122070312,212.97000122070312,6802200
2022-03-22,SNOW,212.7899932861328,229.33999633789062,210.57000732421875,224.9600067138672,224.9600067138672,6100400
2022-03-23,SNOW,221.17999267578125,228.77999877929688,216.80999755859375,222.24000549316406,222.24000549316406,4043300
2022-03-24,SNOW,222.0,227.7100067138672,210.0,227.57000732421875,227.57000732421875,4723100
2022-03-25,SNOW,227.8000030517578,231.77000427246094,216.22999572753906,219.80999755859375,219.80999755859375,4536500
2022-03-28,SNOW,220.0,238.53799438476562,219.00999450683594,235.88999938964844,235.88999938964844,7485500
2022-03-29,SNOW,240.0,246.52000427246094,236.0,239.6699981689453,239.6699981689453,6886200
2022-03-30,SNOW,236.00999450683594,244.38999938964844,228.5399932861328,231.6300048828125,231.6300048828125,5388600
2022-03-31,SNOW,230.99000549316406,237.302001953125,227.0,229.1300048828125,229.1300048828125,3842300
2022-04-01,SNOW,229.30999755859375,244.0500030517578,228.47000122070312,234.80999755859375,234.80999755859375,5847400
2022-04-04,SNOW,235.3800048828125,243.3300018310547,234.6649932861328,241.22999572753906,241.22999572753906,3380600
2022-04-05,SNOW,239.27000427246094,240.91000366210938,224.10000610351562,227.08999633789062,227.08999633789062,4820400
2022-04-06,SNOW,221.25,221.38999938964844,205.88999938964844,212.08999633789062,212.08999633789062,7872100
2022-04-07,SNOW,212.39999389648438,217.3000030517578,203.0800018310547,213.8800048828125,213.8800048828125,6089200
2022-04-08,SNOW,209.83999633789062,213.6699981689453,206.5399932861328,208.33999633789062,208.33999633789062,3947500
2022-04-11,SNOW,207.39999389648438,214.7100067138672,201.6300048828125,208.52999877929688,208.52999877929688,4482200
2022-04-12,SNOW,213.1300048828125,222.0,209.72000122070312,210.94000244140625,210.94000244140625,6790300
2022-04-13,SNOW,209.97000122070312,216.5,209.7899932861328,214.41000366210938,214.41000366210938,3393800
2022-04-14,SNOW,214.97999572753906,215.0,198.55999755859375,198.6300048828125,198.6300048828125,6470100
2022-04-18,SNOW,198.2100067138672,199.49000549316406,189.8800048828125,192.38999938964844,192.38999938964844,4037400
2022-04-19,SNOW,193.83999633789062,202.49000549316406,190.09800720214844,197.42999267578125,197.42999267578125,4517400
2022-04-20,SNOW,199.49000549316406,199.49000549316406,185.38999938964844,185.97999572753906,185.97999572753906,4713100
2022-04-21,SNOW,188.92999267578125,193.41000366210938,174.67999267578125,175.13999938964844,175.13999938964844,5417300
2022-04-22,SNOW,178.77999877929688,181.17999267578125,172.75999450683594,173.8000030517578,173.8000030517578,3986600
2022-04-25,SNOW,176.0,190.78500366210938,175.1999969482422,186.94000244140625,186.94000244140625,7585600
2022-04-26,SNOW,185.4199981689453,186.85000610351562,176.79100036621094,178.75999450683594,178.75999450683594,5078100
2022-04-27,SNOW,183.64999389648438,188.6300048828125,173.8000030517578,174.9499969482422,174.9499969482422,5688300
2022-04-28,SNOW,179.0,187.66000366210938,172.35000610351562,185.7100067138672,185.7100067138672,6160900
2022-04-29,SNOW,187.4499969482422,195.83999633789062,171.125,171.44000244140625,171.44000244140625,6805100
2022-05-02,SNOW,170.30999755859375,177.97999572753906,167.13999938964844,177.75999450683594,177.75999450683594,4614600
2022-05-03,SNOW,176.60000610351562,181.08999633789062,172.17999267578125,176.4199981689453,176.4199981689453,4610000
2022-05-04,SNOW,178.75,187.22999572753906,166.6699981689453,186.0,186.0,6957400
2022-05-05,SNOW,179.58999633789062,179.9499969482422,162.50999450683594,166.17999267578125,166.17999267578125,8838700
2022-05-06,SNOW,164.33999633789062,165.69000244140625,151.2100067138672,155.27000427246094,155.27000427246094,8785100
2022-05-09,SNOW,152.0500030517578,155.74000549316406,142.0500030517578,143.2899932861328,143.2899932861328,9364700
2022-05-10,SNOW,149.39999389648438,152.25999450683594,132.0,143.75999450683594,143.75999450683594,9287200
2022-05-11,SNOW,139.52999877929688,147.36000061035156,132.14999389648438,132.8800048828125,132.8800048828125,8271600
2022-05-12,SNOW,130.1199951171875,146.88999938964844,126.01000213623047,140.60000610351562,140.60000610351562,9381500
2022-05-13,SNOW,145.10000610351562,159.72000122070312,145.10000610351562,158.36000061035156,158.36000061035156,8540400
2022-05-16,SNOW,155.44000244140625,159.14999389648438,143.52000427246094,144.50999450683594,144.50999450683594,5964500
2022-05-17,SNOW,151.35000610351562,153.8800048828125,138.33999633789062,145.80999755859375,145.80999755859375,7513000
2022-05-18,SNOW,142.4499969482422,146.35000610351562,134.10000610351562,137.75999450683594,137.75999450683594,6221700
2022-05-19,SNOW,140.0399932861328,152.6300048828125,138.68499755859375,146.82000732421875,146.82000732421875,7643100
2022-05-20,SNOW,148.0,148.97999572753906,134.25999450683594,141.49000549316406,141.49000549316406,7485200
2022-05-23,SNOW,138.3800048828125,142.77999877929688,133.50999450683594,138.85000610351562,138.85000610351562,6250400
2022-05-24,SNOW,138.13999938964844,138.6199951171875,125.7699966430664,129.6300048828125,129.6300048828125,8593500
2022-05-25,SNOW,128.61000061035156,135.61500549316406,126.9000015258789,132.77000427246094,132.77000427246094,13474700
2022-05-26,SNOW,117.02999877929688,134.5,112.0999984741211,126.80000305175781,126.80000305175781,35730300
2022-05-27,SNOW,127.9000015258789,130.61000061035156,123.30999755859375,129.91000366210938,129.91000366210938,16797600
2022-05-31,SNOW,130.0,131.90499877929688,124.69000244140625,127.6500015258789,127.6500015258789,11346200
2022-06-01,SNOW,129.36000061035156,135.8300018310547,123.81999969482422,126.1500015258789,126.1500015258789,12115000
2022-06-02,SNOW,126.80999755859375,140.6999969482422,126.11000061035156,138.24000549316406,138.24000549316406,8457900
2022-06-03,SNOW,134.97999572753906,138.24000549316406,128.85000610351562,129.82000732421875,129.82000732421875,6696800
2022-06-06,SNOW,132.60000610351562,134.47999572753906,125.77999877929688,128.07000732421875,128.07000732421875,5189300
2022-06-07,SNOW,126.0,131.89999389648438,124.30999755859375,131.25999450683594,131.25999450683594,5812000
2022-06-08,SNOW,131.22999572753906,136.2899932861328,130.02999877929688,135.57000732421875,135.57000732421875,5157500
2022-06-09,SNOW,136.17999267578125,139.6750030517578,130.77999877929688,133.22999572753906,133.22999572753906,7248500
2022-06-10,SNOW,129.0,129.38999938964844,119.43000030517578,122.41999816894531,122.41999816894531,8888200
2022-06-13,SNOW,114.48999786376953,118.18000030517578,112.11000061035156,113.30000305175781,113.30000305175781,7139300
2022-06-14,SNOW,113.30000305175781,116.5,110.26499938964844,113.87000274658203,113.87000274658203,7119000
2022-06-15,SNOW,118.6500015258789,124.3499984741211,115.72000122070312,122.54000091552734,122.54000091552734,10479800
